Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
51374816	Meditation on Emptiness	1	Hopkins, Jeffrey				Wisdom Publications (1996), Edition: Rep Sub, Paperback, 1024 pages	1996					Meditation on Emptiness by Jeffrey Hopkins (1996)	Paperback	992 p.; 8.5 inches	2.55 pounds	8.5 inches	1.9 inches	5.4 inches	8.5 x 5.4 x 1.9 inches	992 								Your library, Religion - Buddhism, Hinduism		English	BQ7477 .H676	[0861711106]	0861711106, 9780861711109	Buddhism > Doctrines|Meditation > Buddhism|Mï¿½adhyamika (Buddhism)|Prï¿½asaï¿½ngika|Sunyata	294.34	Buddhism > Buddhism - practice > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			159559				
51374817	Trainings in Compassion: Manuals on the Meditation of Avalokiteshvara	1	Dewar, Tyler				Snow Lion Publications (2004), Paperback, 128 pages	2004					Trainings in Compassion: Manuals on the Meditation of Avalokiteshvara by Tyler Dewar (2004)	Paperback	128 p.; 9.7 inches	0.6 pounds	9.7 inches	0.5 inches	6.8 inches	9.7 x 6.8 x 0.5 inches	128 								Your library, Religion - Buddhism, Hinduism			BQ4710 .A83 .	[1559392061]	1559392061, 9781559392068		294	Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			119995				
51374819	The World of Tibetan Buddhism: An Overview of Its Philosophy and Practice	5	Lama, Dalai				Wisdom Publications (1995), Paperback, 224 pages	1995					The World of Tibetan Buddhism: An Overview of Its Philosophy and Practice by Dalai Lama (1995)	Paperback	224 p.; 8.9 inches	0.65 pounds	8.9 inches	0.6 inches	6 inches	8.9 x 6 x 0.6 inches	224 								Your library, Religion - Buddhism, Hinduism		Tibetan	BQ7610 .B77	[0861710975]	0861710975, 9780861710973	Buddhism > China > Tibet|Buddhism > Doctrines|Buddhism > Tibet	294.3923	Buddhism > Buddhism - guides  > Mahayana Buddhism  > Other Religions > Religion  > Religions of Indic origin > Tibetan Buddhism		1	amazon.com	[2009-09-28]			136225				
51374820	Unsolved Problems in Astrophysics	1	Bahcall, John N.				Princeton University Press (1997), Paperback, 382 pages	1997					Unsolved Problems in Astrophysics by John N. Bahcall (1997)	Paperback	382 p.; 9 inches	1.15 pounds	9 inches	0.7 inches	6.1 inches	9 x 6.1 x 0.7 inches	382 								Your library, Physics		English	QB461 .U58	[0691016062]	0691016062, 9780691016061	Astrophysics|Cosmology	523.01	Astronomical objects and astrophysics > Astronomy > Mathematics and Science		1	amazon.com	[2009-09-28]			1020517				
51374821	The Law Is for All: The Authorized Popular Commentary of Liber Al Vel Legis Sub Figura Ccxx, the Book of the Law	5	Crowley, Aleister				New Falcon Publications (1996), Edition: 3rd, Paperback, 302 pages	1996					The Law Is for All: The Authorized Popular Commentary of Liber Al Vel Legis Sub Figura Ccxx, the Book of the Law by Aleister Crowley (1996)	Paperback	302 p.; 8.82 inches	1.19 pounds	8.82 inches	0.94 inches	5.91 inches	8.82 x 5.91 x 0.94 inches	302 								Your library, Magick - General		English	BF1301 .C7533	[1561840904]	1561840904, 9781561840908	Crowley, Aleister, 1875-1947. Book of the law|Spirit writings	133.93	Messages from Noncorporeal Beings > Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Spiritism - Table-tipping, etc.		1	amazon.com	[2009-09-28]			53257				
51374822	Liber Null & Psychonaut: An Introduction to Chaos Magic	1	Carroll, Peter J.				Weiser Books (1987), Paperback, 224 pages	1987					Liber Null & Psychonaut: An Introduction to Chaos Magic by Peter J. Carroll (1987)	Paperback	224 p.; 8.82 inches	0.66 pounds	8.82 inches	0.87 inches	5.98 inches	8.82 x 5.98 x 0.87 inches	224 								Your library, Magick - General		English	BF1611 .C38	[0877286396]	0877286396, 9780877286394	Magic|magic	133.43	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Witchcraft - Sorcery > Witchcraft and Magickal Practice		1	amazon.com	[2009-09-28]			60867				
51374823	Modal Logic for Philosophers	1	Garson, James W.				Cambridge University Press (2006), Paperback, 470 pages	2006					Modal Logic for Philosophers by James W. Garson (2006)	Paperback	470 p.; 8.98 inches	1.46 pounds	8.98 inches	1.02 inches	6.06 inches	8.98 x 6.06 x 1.02 inches	470 								Your library, Mathematics - Logic, Philosophy		English	BC199 .M6	[0521682290]	0521682290, 9780521682299	Modality (Logic) > Textbooks	160	Logic > Logic > Philosophy and Psychology		1	amazon.com	[2009-09-28]			2078544				
51374824	The Ethical Slut: A Guide to Infinite Sexual Possibilities	5	Easton, Dossie				Greenery Press (CA) (1997), Paperback, 280 pages	1997					The Ethical Slut: A Guide to Infinite Sexual Possibilities by Dossie Easton (1997)	Paperback	280 p.; 9 inches	0.75 pounds	9 inches	0.8 inches	6 inches	9 x 6 x 0.8 inches	280 								Your library, Non-fiction - General		English	HQ980.5 .U5	[1890159018]	1890159018, 9781890159016	Free love > United States|Non-monogamous relationships > United States|Sex > United States|Sexual ethics > United States	306.73	Culturally Typical Patterns of Sexual Relationships and Behavior > Culture and Institutions > Sexuality > Social Sciences  > Social Sciences, Sociology, Anthropology		1	amazon.com	[2009-09-28]			12988				
51374825	You Are the Eyes of the World, New Edition	1	Longchenpa				Snow Lion Publications (2000), Edition: 2nd, Paperback, 114 pages	2000					You Are the Eyes of the World, New Edition by Longchenpa (2000)	Paperback	114 p.; 9 inches	0.4 pounds	9 inches	0.5 inches	6 inches	9 x 6 x 0.5 inches	114 								Your library, Religion - Buddhism, Hinduism, Kindle Books		Tibetan	BQ2180 .S255	[1559391405]	1559391405, 9781559391405		294.385	Buddhism > Buddhist scripture > Mahayana - Sutras > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			3524537				
51374826	Introduction to Formal Languages (Dover Books on Advanced Mathematics)	1	RÃ©vÃ©sz, GyÃ¶rgy E.				Dover Publications (1991), Paperback, 199 pages	1991					Introduction to Formal Languages (Dover Books on Advanced Mathematics) by GyÃ¶rgy E. RÃ©vÃ©sz (1991)	Paperback	199 p.; 8.46 inches	0.52 pounds	8.46 inches	0.48 inches	5.4 inches	8.46 x 5.4 x 0.48 inches	199 								Your library, Mathematics - General			QA267.3 .R485	[0486666972]	0486666972, 9780486666976		511.3	General Principles > Logic > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			361977				
51374827	The Sandman Companion	5	Bender, Hy				Dc Comics (1999), Edition: 1st, Hardcover, 273 pages	1999					The Sandman Companion by Hy Bender (1999)	Hardcover	273 p.; 9.1 inches	1.4 pounds	9.1 inches	1 inch	6.2 inches	9.1 x 6.2 x 1 inches	273 								Your library, Cartoons, Comics and Graphic Novels, Fiction - General, Fiction - Fantasy		English	PN6728 .S26	[1563894653]	1563894653, 9781563894657	Gaiman, Neil|Gaiman, Neil > Stories, plots, etc|Sandman (Comic strip)|Science fiction comic books, strips, etc	741.5973	American > Arts and Recreation > Collections > Comics; Graphic Novels > Drawing; Decoration; Design  > Drawing; Drawings > North American		1	amazon.com	[2009-09-28]			6036				
51374828	The End of Faith: Religion, Terror, and the Future of Reason	5	Harris, Sam				W. W. Norton (2005), Paperback, 256 pages	2005					The End of Faith: Religion, Terror, and the Future of Reason by Sam Harris (2005)	Paperback	352 p.; 8.2 inches	0.65 pounds	8.2 inches	0.9 inches	5.5 inches	8.2 x 5.5 x 0.9 inches	352 								Your library, Non-fiction - General, Religion - Other Western		English	BL2775.3 .H37	[0393327655]	0393327655, 9780393327656	Psychology, Religious|Religion > Controversial literature|Secular humanism|Terrorism > Religious aspects	200	Religion > Religion  > Religion 		1	amazon.com	[2009-09-28]			34883				
51374829	Wittgenstein's Notes on Logic	1	Potter, Michael				Oxford University Press, USA (2009), Hardcover, 304 pages	2009					Wittgenstein's Notes on Logic by Michael Potter (2009)	Hardcover	304 p.; 9.29 inches	1.46 pounds	9.29 inches	1.1 inches	6.22 inches	9.29 x 6.22 x 1.1 inches	304 								Your library, Philosophy		English	B3376 .W563	[0199215839]	0199215839, 9780199215836		192	British > Modern western philosophy > Philosophy and Psychology		1	amazon.com	[2009-09-28]			8980327				
51374830	Ascending Peculiarity: Edward Gorey on Edward Gorey	1	Gorey, Edward				Houghton Mifflin Harcourt (2001), Edition: 1st, Hardcover, 320 pages	2001					Ascending Peculiarity: Edward Gorey on Edward Gorey by Edward Gorey (2001)	Hardcover	292 p.; 9.26 inches	1.67 pounds	9.26 inches	1.03 inches	7.32 inches	9.26 x 7.32 x 1.03 inches	292 								Your library, Non-fiction - General, Cartoons, Comics and Graphic Novels		English	NX512 .G67	[0151005044]	0151005044, 9780151005048	Artists > United States > Interviews|Authors > United States > Interviews|Gorey, Edward, 1925- > Interviews|Gorey, Edward, 1925-2000 > Interviews	700.92	Arts and Recreation > Biography > Biography And History By Place > General Art > General Art		1	amazon.com	[2009-09-28]			28279				
51374831	The Flight of the Garuda, Second Edition: The Dzogchen Tradition of Tibetan Buddhism	5	Dowman, Keith				Wisdom Publications (2003), Edition: 2nd, Paperback, 256 pages	2003					The Flight of the Garuda, Second Edition: The Dzogchen Tradition of Tibetan Buddhism by Keith Dowman (2003)	Paperback	240 p.; 9.04 inches	0.73 pounds	9.04 inches	0.64 inches	6.04 inches	9.04 x 6.04 x 0.64 inches	240 								Your library, Religion - Buddhism, Hinduism			BQ7662.4 .F55	[0861713672]	0861713672, 9780861713677		294.3420423	Buddhism > Buddhism - practice > Metaphysical aspects > Other Religions > Practice and tantra > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			163098				
51374832	Essential Topology (Springer Undergraduate Mathematics Series)	1	Crossley, Martin D.				Springer (2007), Paperback, 224 pages	2007					Essential Topology (Springer Undergraduate Mathematics Series) by Martin D. Crossley (2007)	Paperback	224 p.; 9.8 inches	1.1 pounds	9.8 inches	0.7 inches	7 inches	9.8 x 7 x 0.7 inches	224 								Your library, Mathematics - Topology		English		[1852337826]	1852337826, 9781852337827		514	Mathematics > Mathematics and Science > Trigonometry; topology 		1	amazon.com	[2009-09-28]			2471877				
51374833	Philosophical Investigations/Philosophische Untersuchungen	1	Wittgenstein, Ludwig				Blackwell Publishers (1998), Edition: 2, Paperback, 272 pages	1998					Philosophical Investigations/Philosophische Untersuchungen by Ludwig Wittgenstein (1998)	Paperback	520 p.; 8.9 inches	1.75 pounds	8.9 inches	1.6 inches	6 inches	8.9 x 6 x 1.6 inches	520 								Your library, Philosophy		German	B3376 .W563	[0631205691]	0631205691, 9780631205692	Language and languages|Language and languages > Philosophy|Logic, Symbolic and mathematical|PHILOSOPHY|Philosophy|Philosophy > Periodicals|Philosophy, German|Philosophy, Modern|Philosophy, Modern > 20th century|Semantics (Philosophy)|philosophy	192	British > Modern western philosophy > Philosophy and Psychology		1	amazon.com	[2009-09-28]			25218				
51374835	The Rosicrucians: The History, Mythology, and Rituals of an Esoteric Order	5	McIntosh, Christopher				Weiser Books (1998), Edition: 3 Revised, Paperback, 162 pages	1998					The Rosicrucians: The History, Mythology, and Rituals of an Esoteric Order by Christopher McIntosh (1998)	Paperback	162 p.; 8.9 inches	0.79 pounds	8.9 inches	0.55 inches	5.91 inches	8.9 x 5.91 x 0.55 inches	162 								Your library, Magick - General, Religion - Christianity		English	BF1623 .R7	[0877289204]	0877289204, 9780877289203	Rosicrucians	135.4309	Dreams And Mysticism > Mysticism > Parapsychology And Occultism > Philosophy and Psychology > Rosicrucianism		1	amazon.com	[2009-09-28]			258798				
51374836	Tibetan Astrology	1	Cornu, Philippe				Shambhala (2002), Paperback, 320 pages	2002					Tibetan Astrology by Philippe Cornu (2002)	Paperback	320 p.; 9 inches	0.9 pounds	9 inches	0.8 inches	6 inches	9 x 6 x 0.8 inches	320 								Your library, Religion - Buddhism, Hinduism			BF1714 .T53	[1570629633]	1570629633, 9781570629631		133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2009-09-28]			1614849				
51374838	Good Omens	1	Pratchett, Neil Gaiman and Terry				CORGI BOOKS (TWLD) (no date), Edition: New Ed, Paperback, 416 pages	no date					Good Omens by Neil Gaiman and Terry Pratchett (no date)	Paperback	416 p.; 6.93 inches	0.49 pounds	6.93 inches	1.26 inches	4.17 inches	6.93 x 4.17 x 1.26 inches	416 								Your library, Fiction - Fantasy		English	PR6057 .A319	[0552137030]	0552137030, 9780552137034	End of the world > Fiction|Fantasy fiction|Good and evil > Fiction|Heaven > Fiction|Hell > Fiction|Humorous fiction|Prophecies > Fiction|Witches > Fiction|Witches > fiction|fantasy fiction|humorous fiction	813	American And Canadian > Fiction > Literature		1	amazon.com	[2009-09-28]			5794				
51374839	Shadow & Claw: The First Half of 'The Book of the New Sun'	1	Wolfe, Gene				Orb Books (1994), Edition: 5th, Paperback, 416 pages	1994					Shadow & Claw: The First Half of 'The Book of the New Sun' by Gene Wolfe (1994)	Paperback	416 p.; 8.2 inches	0.84 pounds	8.2 inches	1.03 inches	5.54 inches	8.2 x 5.54 x 1.03 inches	416 								Your library, Fiction - Science Fiction		English	PS3573 .O52	[0312890176]	0312890176, 9780312890179	Fantastic fiction, American|Science Fiction|Science fiction|science fiction	813.54	1945-1999 > 20th Century > American And Canadian > Fiction > Literature		1	amazon.com	[2009-09-28]			4522				
51374842	Mathematical Logic (Undergraduate Texts in Mathematics)	1	Ebbinghaus, H.-D.				Springer (1996), Edition: 2nd, Hardcover, 308 pages	1996					Mathematical Logic (Undergraduate Texts in Mathematics) by H.-D. Ebbinghaus (1996)	Hardcover	308 p.; 9.29 inches	1.23 pounds	9.29 inches	0.71 inches	6.3 inches	9.29 x 6.3 x 0.71 inches	308 								Your library, Mathematics - Logic		German	QA9 .E2213	[0387942580]	0387942580, 9780387942582	Logic, Symbolic and mathematical	511.3	General Principles > Logic > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			244785				
51374843	Three Tragedies (New Directions Paperbook)	1	Lorca, Federico Garcia				New Directions (1955), Paperback, 202 pages	1955					Three Tragedies (New Directions Paperbook) by Federico Garcia Lorca (1955)	Paperback	202 p.; 7.8 inches	0.5 pounds	7.8 inches	0.6 inches	5.1 inches	7.8 x 5.1 x 0.6 inches	202 								Your library, Plays, Scripts and Screenplays			PQ6613 .A763	[0811200922]	0811200922, 9780811200929	Garcâia Lorca, Federico, 1898-1936 > Translations into English|Garcâ©¡ Lorca, Federico, 1898-1936 > Translations into English|Tragedies	862.62	Early 20th Century (1901-) > Literature > Spanish And Portuguese > Spanish drama		1	amazon.com	[2009-09-28]			64861				
51374844	Studies in Model Theory (Studies in mathematics)	1	Morley, Michael D.				Mathematical Assn of Amer (1973), Hardcover, 204 pages	1973					Studies in Model Theory (Studies in mathematics) by Michael D. Morley (1973)	Hardcover	204 p.; 8.5 inches	0.75 pounds	8.5 inches	0.75 inches	6 inches	8.5 x 6 x 0.75 inches	204 							Model Theory	Your library, Mathematics - Model Theory			QA9.7 .M67	[0883851083]	0883851083, 9780883851081		511.8	General Principles > Mathematics > Mathematics and Science > Modeling And Simulation		1	amazon.com	[2009-09-28]			75835				
51374845	The Incompleteness Phenomenon: A New Course in Mathematical Logic	5	Goldstern, Martin				AK Peters (1998), Paperback, 247 pages	1998					The Incompleteness Phenomenon: A New Course in Mathematical Logic by Martin Goldstern (1998)	Paperback	264 p.; 8.9 inches	1 pound	8.9 inches	0.7 inches	6 inches	8.9 x 6 x 0.7 inches	264 								Your library, Mathematics - Logic			QA9.54 .J83	[1568810938]	1568810938, 9781568810935		511	General Principles > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			1155666				
51374846	Encyclopedia of Indian Philosophies: Samkhya : A Dualist Tradition in Indian Philosophy	1	Larson, Gerald				Princeton Univ Pr (1987), Hardcover, 674 pages	1987					Encyclopedia of Indian Philosophies: Samkhya : A Dualist Tradition in Indian Philosophy by Gerald Larson (1987)	Hardcover	674 p.; 9.75 inches	2.6 pounds	9.75 inches	1.75 inches	6.5 inches	9.75 x 6.5 x 1.75 inches	674 								Your library, Religion - Buddhism, Hinduism			B131 .E5	[0691073015]	0691073015, 9780691073019					1	amazon.com	[2009-09-28]			4328850				
51374847	Mathematical Logic (Graduate Texts in Mathematics)	1	Monk, J.D.				Springer (1976), Edition: 1, Hardcover, 548 pages	1976					Mathematical Logic (Graduate Texts in Mathematics) by J.D. Monk (1976)	Hardcover	548 p.; 9.21 inches	1.94 pounds	9.21 inches	1.57 inches	6.3 inches	9.21 x 6.3 x 1.57 inches	548 								Your library, Mathematics - Logic			QA9 .M68	[0387901701]	0387901701, 9780387901701		511.3	General Principles > Logic > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			2555151				
51374848	Logic: Second Edition	1	Hodges, Wilfrid				Penguin Global (2005), Edition: 2, Paperback, 304 pages	2005					Logic: Second Edition by Wilfrid Hodges (2005)	Paperback	304 p.; 7.82 inches	0.46 pounds	7.82 inches	0.53 inches	5.09 inches	7.82 x 5.09 x 0.53 inches	304 								Your library, Mathematics - Logic		English	BC108 .H58	[0141003146]	0141003146, 9780141003146	Logic	160	Logic > Logic > Philosophy and Psychology		1	amazon.com	[2009-09-28]			163407				
51374849	Recursion Theory for Metamathematics (Oxford Logic Guides)	1	Smullyan, Raymond M.				Oxford University Press, USA (1993), Hardcover, 184 pages	1993					Recursion Theory for Metamathematics (Oxford Logic Guides) by Raymond M. Smullyan (1993)	Hardcover	184 p.; 9.21 inches	0.95 pounds	9.21 inches	0.5 inches	6.14 inches	9.21 x 6.14 x 0.5 inches	184 								Your library, Mathematics - Computability Theory			QA9.6 .S68	[019508232X]	019508232X, 9780195082326	Recursion theory	511.35	General Principles > Logic > Mathematics > Mathematics and Science > Theory Of Computation		1	amazon.com	[2009-09-28]			360422				
51374850	Einstein for Beginners	1	McGuinness, Michael				Pantheon (1990), Edition: Rei, Paperback, 176 pages	1990					Einstein for Beginners by Michael McGuinness (1990)	Paperback	176 p.; 8.11 inches	0.49 pounds	8.11 inches	0.55 inches	5.43 inches	8.11 x 5.43 x 0.55 inches	176 								Your library, Non-fiction - General, Physics, Cartoons, Comics and Graphic Novels		English	QC16 .E5	[0679725105]	0679725105, 9780679725107	Einstein, Albert, 1879-1955|Relativity (Physics) > Popular works	530.11	Mathematics and Science > Physics > Physics > Relativity > Theoretical Physics		1	amazon.com	[2009-09-28]			94962				
